id,word,meaning,,,,,,,,,,,,,,,wrong1,wrong2,wrong3,レベル,品詞
4944,prestigious,一流,,,,,,,,,,,,,,,ギタリスト,オプティカル,領土,5,形容詞
4945,nonprofit,非営利,,,,,,,,,,,,,,,一流,ギタリスト,オプティカル,5,形容詞
4946,secretly,こっそり,,,,,,,,,,,,,,,非営利,一流,ギタリスト,5,副詞
4947,spy,スパイ,,,,,,,,,,,,,,,こっそり,非営利,一流,5,名詞
4948,allocate,割り当てる,,,,,,,,,,,,,,,スパイ,こっそり,非営利,5,動詞
4949,axis,軸,,,,,,,,,,,,,,,割り当てる,スパイ,こっそり,5,名詞
4950,solitary,一人,,,,,,,,,,,,,,,軸,割り当てる,スパイ,5,形容詞
4951,marketplace,マーケットプレイス,,,,,,,,,,,,,,,一人,軸,割り当てる,5,名詞
4952,velocity,速度,,,,,,,,,,,,,,,マーケットプレイス,一人,軸,5,名詞
4953,spur,ぶんきせん,,,,,,,,,,,,,,,速度,マーケットプレイス,一人,5,名詞
4954,submission,服従,,,,,,,,,,,,,,,ぶんきせん,速度,マーケットプレイス,5,名詞
4955,staircase,階段,,,,,,,,,,,,,,,服従,ぶんきせん,速度,5,名詞
4956,grasp,把握,,,,,,,,,,,,,,,階段,服従,ぶんきせん,5,動詞
4957,cane,杖,,,,,,,,,,,,,,,把握,階段,服従,5,名詞
4958,triangle,トライアングル,,,,,,,,,,,,,,,杖,把握,階段,5,名詞
4959,corrupt,腥い,,,,,,,,,,,,,,,トライアングル,杖,把握,5,形容詞
4960,remedy,治療法,,,,,,,,,,,,,,,腥い,トライアングル,杖,5,名詞
4961,marker,マーカー,,,,,,,,,,,,,,,治療法,腥い,トライアングル,5,名詞
4962,upright,アップライト,,,,,,,,,,,,,,,マーカー,治療法,腥い,5,副詞
4963,reinforce,補強,,,,,,,,,,,,,,,アップライト,マーカー,治療法,5,動詞
4964,eventual,究極,,,,,,,,,,,,,,,補強,アップライト,マーカー,5,形容詞
4965,governmental,官立,,,,,,,,,,,,,,,究極,補強,アップライト,5,形容詞
4966,infinite,エンドレス,,,,,,,,,,,,,,,官立,究極,補強,5,形容詞
4967,understandable,無理もない,,,,,,,,,,,,,,,エンドレス,官立,究極,5,形容詞
4968,donor,提供者,,,,,,,,,,,,,,,無理もない,エンドレス,官立,5,名詞
4969,synthetic,合成,,,,,,,,,,,,,,,提供者,無理もない,エンドレス,5,形容詞
4970,accusation,アキュゼイション,,,,,,,,,,,,,,,合成,提供者,無理もない,5,名詞
4971,hostage,人質,,,,,,,,,,,,,,,アキュゼイション,合成,提供者,5,名詞
4972,borrowing,借用,,,,,,,,,,,,,,,人質,アキュゼイション,合成,5,名詞
4973,proliferation,急増,,,,,,,,,,,,,,,借用,人質,アキュゼイション,5,名詞
4974,dam,ダム,,,,,,,,,,,,,,,急増,借用,人質,5,名詞
4975,politely,体良く,,,,,,,,,,,,,,,ダム,急増,借用,5,副詞
4976,athletics,アスレチックス,,,,,,,,,,,,,,,体良く,ダム,急増,5,名詞
4977,pipeline,パイプライン,,,,,,,,,,,,,,,アスレチックス,体良く,ダム,5,名詞
4978,predecessor,前任者,,,,,,,,,,,,,,,パイプライン,アスレチックス,体良く,5,名詞
4979,vain,のみ,,,,,,,,,,,,,,,前任者,パイプライン,アスレチックス,5,形容詞
4980,moist,しっとり,,,,,,,,,,,,,,,のみ,前任者,パイプライン,5,形容詞
4981,plausible,有力,,,,,,,,,,,,,,,しっとり,のみ,前任者,5,形容詞
4982,vein,静脈,,,,,,,,,,,,,,,有力,しっとり,のみ,5,名詞
4983,ecology,エコロジー,,,,,,,,,,,,,,,静脈,有力,しっとり,5,名詞
4984,goat,ヤギ,,,,,,,,,,,,,,,エコロジー,静脈,有力,5,名詞
4985,sandy,サンディ,,,,,,,,,,,,,,,ヤギ,エコロジー,静脈,5,形容詞
4986,unexpectedly,不意に,,,,,,,,,,,,,,,サンディ,ヤギ,エコロジー,5,副詞
4987,gardener,庭師,,,,,,,,,,,,,,,不意に,サンディ,ヤギ,5,名詞
4988,repetition,繰り返し,,,,,,,,,,,,,,,庭師,不意に,サンディ,5,名詞
4989,cellular,セルラー,,,,,,,,,,,,,,,繰り返し,庭師,不意に,5,形容詞
4990,workout,ワークアウト,,,,,,,,,,,,,,,セルラー,繰り返し,庭師,5,名詞
4991,sibling,きょうだい,,,,,,,,,,,,,,,ワークアウト,セルラー,繰り返し,5,名詞
4992,creator,クリエーター,,,,,,,,,,,,,,,きょうだい,ワークアウト,セルラー,5,名詞
4993,embed,埋め込む,,,,,,,,,,,,,,,クリエーター,きょうだい,ワークアウト,5,動詞
4994,violently,むんず,,,,,,,,,,,,,,,埋め込む,クリエーター,きょうだい,5,副詞
4995,unpredictable,予測不能,,,,,,,,,,,,,,,むんず,埋め込む,クリエーター,5,形容詞
4996,locker,緩い,,,,,,,,,,,,,,,予測不能,むんず,埋め込む,5,名詞
4997,madam (madame),奥様,,,,,,,,,,,,,,,緩い,予測不能,むんず,5,名詞
4998,sausage,ソーセージ,,,,,,,,,,,,,,,奥様,緩い,予測不能,5,名詞
4999,serial,シリアル,,,,,,,,,,,,,,,ソーセージ,奥様,緩い,5,形容詞
5000,posture,姿勢,,,,,,,,,,,,,,,シリアル,ソーセージ,奥様,5,名詞
5001,inferior,下,,,,,,,,,,,,,,,姿勢,シリアル,ソーセージ,6,形容詞
5002,nylon,ナイロン,,,,,,,,,,,,,,,下,姿勢,シリアル,6,名詞
5003,herd,群れ,,,,,,,,,,,,,,,ナイロン,下,姿勢,6,名詞
5004,foil,箔,,,,,,,,,,,,,,,群れ,ナイロン,下,6,名詞
5005,stumble,つまずく,,,,,,,,,,,,,,,箔,群れ,ナイロン,6,動詞
5006,pal,パル,,,,,,,,,,,,,,,つまずく,箔,群れ,6,名詞
5007,initiate,始める,,,,,,,,,,,,,,,パル,つまずく,箔,6,動詞
5008,hazard,ハザード,,,,,,,,,,,,,,,始める,パル,つまずく,6,名詞
5009,comprehension,理解,,,,,,,,,,,,,,,ハザード,始める,パル,6,名詞
5010,constructive,建設的,,,,,,,,,,,,,,,理解,ハザード,始める,6,形容詞
5011,postal,郵便,,,,,,,,,,,,,,,建設的,理解,ハザード,6,形容詞
5012,antibiotic,抗生物質,,,,,,,,,,,,,,,郵便,建設的,理解,6,名詞
5013,bundle,バンドル,,,,,,,,,,,,,,,抗生物質,郵便,建設的,6,名詞
5014,ethnicity,エスニシティ,,,,,,,,,,,,,,,バンドル,抗生物質,郵便,6,名詞
5015,valve,バルブ,,,,,,,,,,,,,,,エスニシティ,バンドル,抗生物質,6,名詞
5016,susceptible,感じやすい,,,,,,,,,,,,,,,バルブ,エスニシティ,バンドル,6,形容詞
5017,morally,道徳上,,,,,,,,,,,,,,,感じやすい,バルブ,エスニシティ,6,副詞
5018,inconsistent,一貫性のない,,,,,,,,,,,,,,,道徳上,感じやすい,バルブ,6,形容詞
5019,novelist,小説家,,,,,,,,,,,,,,,一貫性のない,道徳上,感じやすい,6,名詞
5020,temporal,一時的,,,,,,,,,,,,,,,小説家,一貫性のない,道徳上,6,形容詞
5021,dubious,半信半疑,,,,,,,,,,,,,,,一時的,小説家,一貫性のない,6,形容詞
5022,heap,ヒープ,,,,,,,,,,,,,,,半信半疑,一時的,小説家,6,名詞
5023,abnormal,アブノーマル,,,,,,,,,,,,,,,ヒープ,半信半疑,一時的,6,形容詞
5024,unsuccessful,うまくいかない,,,,,,,,,,,,,,,アブノーマル,ヒープ,半信半疑,6,形容詞
5025,patron,後援者,,,,,,,,,,,,,,,うまくいかない,アブノーマル,ヒープ,6,名詞
5026,nephew,甥,,,,,,,,,,,,,,,後援者,うまくいかない,アブノーマル,6,名詞
5027,perfume,香水,,,,,,,,,,,,,,,甥,後援者,うまくいかない,6,名詞
5028,confess,打ち明ける,,,,,,,,,,,,,,,香水,甥,後援者,6,動詞
5029,recreational,レクリエーション,,,,,,,,,,,,,,,打ち明ける,香水,甥,6,形容詞
5030,clearance,クリアランス,,,,,,,,,,,,,,,レクリエーション,打ち明ける,香水,6,名詞
5031,dependency,従属,,,,,,,,,,,,,,,クリアランス,レクリエーション,打ち明ける,6,名詞
5032,cement,セメント,,,,,,,,,,,,,,,従属,クリアランス,レクリエーション,6,名詞
5033,appraisal,評価,,,,,,,,,,,,,,,セメント,従属,クリアランス,6,名詞
5034,badge,バッジ,,,,,,,,,,,,,,,評価,セメント,従属,6,名詞
5035,definitive,決定的,,,,,,,,,,,,,,,バッジ,評価,セメント,6,形容詞
5036,thrust,スラスト,,,,,,,,,,,,,,,決定的,バッジ,評価,6,名詞
5037,trivial,つまらない,,,,,,,,,,,,,,,スラスト,決定的,バッジ,6,形容詞
5038,healthcare,ヘルスケア,,,,,,,,,,,,,,,つまらない,スラスト,決定的,6,名詞
5039,arc,円弧,,,,,,,,,,,,,,,ヘルスケア,つまらない,スラスト,6,名詞
5040,paperwork,ペーパーワーク,,,,,,,,,,,,,,,円弧,ヘルスケア,つまらない,6,名詞
5041,kindness,親切,,,,,,,,,,,,,,,ペーパーワーク,円弧,ヘルスケア,6,名詞
5042,assert,アサート,,,,,,,,,,,,,,,親切,ペーパーワーク,円弧,6,動詞
5043,lightweight,ライト級,,,,,,,,,,,,,,,アサート,親切,ペーパーワーク,6,形容詞
5044,woodland,森林地帯,,,,,,,,,,,,,,,ライト級,アサート,親切,6,名詞
5045,charcoal,炭,,,,,,,,,,,,,,,森林地帯,ライト級,アサート,6,名詞
5046,mound,マウンド,,,,,,,,,,,,,,,炭,森林地帯,ライト級,6,名詞
5047,scrap,スクラップ,,,,,,,,,,,,,,,マウンド,炭,森林地帯,6,名詞
5048,stall,屋台,,,,,,,,,,,,,,,スクラップ,マウンド,炭,6,名詞
5049,compel,強いる,,,,,,,,,,,,,,,屋台,スクラップ,マウンド,6,動詞
5050,reef,リーフ,,,,,,,,,,,,,,,強いる,屋台,スクラップ,6,名詞
5051,chalk,チョーク,,,,,,,,,,,,,,,リーフ,強いる,屋台,6,名詞
5052,cylinder,シリンダー,,,,,,,,,,,,,,,チョーク,リーフ,強いる,6,名詞
5053,hormone,ホルモン,,,,,,,,,,,,,,,シリンダー,チョーク,リーフ,6,名詞
5054,ignorant,不明,,,,,,,,,,,,,,,ホルモン,シリンダー,チョーク,6,形容詞
5055,renowned,世界,,,,,,,,,,,,,,,不明,ホルモン,シリンダー,6,形容詞
5056,dedication,献辞,,,,,,,,,,,,,,,世界,不明,ホルモン,6,名詞
5057,grandson,孫息子,,,,,,,,,,,,,,,献辞,世界,不明,6,名詞
5058,rookie,ルーキー,,,,,,,,,,,,,,,孫息子,献辞,世界,6,名詞
5059,disturbance,擾乱,,,,,,,,,,,,,,,ルーキー,孫息子,献辞,6,名詞
5060,defect,欠陥,,,,,,,,,,,,,,,擾乱,ルーキー,孫息子,6,名詞
5061,immunity,免疫,,,,,,,,,,,,,,,欠陥,擾乱,ルーキー,6,名詞
5062,atom,アトム,,,,,,,,,,,,,,,免疫,欠陥,擾乱,6,名詞
5063,cling,しがみつく,,,,,,,,,,,,,,,アトム,免疫,欠陥,6,動詞
5064,procedural,手続き上,,,,,,,,,,,,,,,しがみつく,アトム,免疫,6,形容詞
5065,redundancy,冗長性,,,,,,,,,,,,,,,手続き上,しがみつく,アトム,6,名詞
5066,gum,ガム,,,,,,,,,,,,,,,冗長性,手続き上,しがみつく,6,名詞
5067,disclose,明らかにする,,,,,,,,,,,,,,,ガム,冗長性,手続き上,6,動詞
5068,petroleum,石油,,,,,,,,,,,,,,,明らかにする,ガム,冗長性,6,名詞
5069,drainage,排水,,,,,,,,,,,,,,,石油,明らかにする,ガム,6,名詞
5070,bankrupt,破産者,,,,,,,,,,,,,,,排水,石油,明らかにする,6,形容詞
5071,thermal,サーマル,,,,,,,,,,,,,,,破産者,排水,石油,6,形容詞
5072,superiority,優勢,,,,,,,,,,,,,,,サーマル,破産者,排水,6,名詞
5073,customary,習慣的,,,,,,,,,,,,,,,優勢,サーマル,破産者,6,形容詞
5074,shrub,低木,,,,,,,,,,,,,,,習慣的,優勢,サーマル,6,名詞
5075,blunt,素っ気ない,,,,,,,,,,,,,,,低木,習慣的,優勢,6,形容詞
5076,trillion,兆,,,,,,,,,,,,,,,素っ気ない,低木,習慣的,6,数詞
5077,fishery,漁業,,,,,,,,,,,,,,,兆,素っ気ない,低木,6,名詞
5078,accumulation,蓄積,,,,,,,,,,,,,,,漁業,兆,素っ気ない,6,名詞
5079,formulation,定式化,,,,,,,,,,,,,,,蓄積,漁業,兆,6,名詞
5080,upside,アップサイド,,,,,,,,,,,,,,,定式化,蓄積,漁業,6,副詞
5081,casting,キャスティング,,,,,,,,,,,,,,,アップサイド,定式化,蓄積,6,名詞
5082,proportional,比例,,,,,,,,,,,,,,,キャスティング,アップサイド,定式化,6,形容詞
5083,specialty,専門,,,,,,,,,,,,,,,比例,キャスティング,アップサイド,6,名詞
5084,cue,キュー,,,,,,,,,,,,,,,専門,比例,キャスティング,6,名詞
5085,detector,検出器,,,,,,,,,,,,,,,キュー,専門,比例,6,名詞
5086,freezer,冷凍庫,,,,,,,,,,,,,,,検出器,キュー,専門,6,名詞
5087,oval,小判型,,,,,,,,,,,,,,,冷凍庫,検出器,キュー,6,形容詞
5088,stun,スタン,,,,,,,,,,,,,,,小判型,冷凍庫,検出器,6,動詞
5089,bachelor,独身者,,,,,,,,,,,,,,,スタン,小判型,冷凍庫,6,名詞
5090,batch,バッチ,,,,,,,,,,,,,,,独身者,スタン,小判型,6,名詞
5091,aerial,エアリアル,,,,,,,,,,,,,,,バッチ,独身者,スタン,6,名詞
5092,instability,不安定,,,,,,,,,,,,,,,エアリアル,バッチ,独身者,6,名詞
5093,cabbage,キャベツ,,,,,,,,,,,,,,,不安定,エアリアル,バッチ,6,名詞
5094,correlate,関連付ける,,,,,,,,,,,,,,,キャベツ,不安定,エアリアル,6,動詞
5095,coarse,粗い,,,,,,,,,,,,,,,関連付ける,キャベツ,不安定,6,形容詞
5096,hurdle,ハードル,,,,,,,,,,,,,,,粗い,関連付ける,キャベツ,6,名詞
5097,philosopher,哲学者,,,,,,,,,,,,,,,ハードル,粗い,関連付ける,6,名詞
5098,altitude,高度,,,,,,,,,,,,,,,哲学者,ハードル,粗い,6,名詞
5099,daytime,昼間,,,,,,,,,,,,,,,高度,哲学者,ハードル,6,名詞
5100,impairment,障害,,,,,,,,,,,,,,,昼間,高度,哲学者,6,名詞
5101,bilateral,二国間,,,,,,,,,,,,,,,障害,昼間,高度,6,形容詞
5102,drastic,ドラスティック,,,,,,,,,,,,,,,二国間,障害,昼間,6,形容詞
5103,forbid,禁ずる,,,,,,,,,,,,,,,ドラスティック,二国間,障害,6,動詞
5104,oneself,自分,,,,,,,,,,,,,,,禁ずる,ドラスティック,二国間,6,代名詞
5105,cereal,シリアル,,,,,,,,,,,,,,,自分,禁ずる,ドラスティック,6,名詞
5106,ginger,ジンジャー,,,,,,,,,,,,,,,シリアル,自分,禁ずる,6,名詞
5107,carbohydrate,炭水化物,,,,,,,,,,,,,,,ジンジャー,シリアル,自分,6,名詞
5108,undertaking,引き受け,,,,,,,,,,,,,,,炭水化物,ジンジャー,シリアル,6,名詞
5109,insider,インサイダー,,,,,,,,,,,,,,,引き受け,炭水化物,ジンジャー,6,名詞
5110,projection,投影,,,,,,,,,,,,,,,インサイダー,引き受け,炭水化物,6,名詞
5111,ditch,溝,,,,,,,,,,,,,,,投影,インサイダー,引き受け,6,名詞
5112,meaningless,無意味,,,,,,,,,,,,,,,溝,投影,インサイダー,6,形容詞
5113,focal,フォーカル,,,,,,,,,,,,,,,無意味,溝,投影,6,形容詞
5114,idle,アイドル,,,,,,,,,,,,,,,フォーカル,無意味,溝,6,形容詞
5115,canoe,カヌー,,,,,,,,,,,,,,,アイドル,フォーカル,無意味,6,名詞
5116,wholesale,卸売り,,,,,,,,,,,,,,,カヌー,アイドル,フォーカル,6,形容詞
5117,reunion,再会,,,,,,,,,,,,,,,卸売り,カヌー,アイドル,6,名詞
5118,timetable,タイムテーブル,,,,,,,,,,,,,,,再会,卸売り,カヌー,6,名詞
5119,quartet,カルテット,,,,,,,,,,,,,,,タイムテーブル,再会,卸売り,6,名詞
5120,enthusiast,マニア,,,,,,,,,,,,,,,カルテット,タイムテーブル,再会,6,名詞
5121,physiological,生理的,,,,,,,,,,,,,,,マニア,カルテット,タイムテーブル,6,形容詞
5122,irregular,イレギュラー,,,,,,,,,,,,,,,生理的,マニア,カルテット,6,形容詞
5123,massage,マッサージ,,,,,,,,,,,,,,,イレギュラー,生理的,マニア,6,名詞
5124,prairie,牧草地,,,,,,,,,,,,,,,マッサージ,イレギュラー,生理的,6,名詞
5125,environmentalist,環境保護論者,,,,,,,,,,,,,,,牧草地,マッサージ,イレギュラー,6,名詞
5126,necklace,ネックレス,,,,,,,,,,,,,,,環境保護論者,牧草地,マッサージ,6,名詞
5127,urgently,切実に,,,,,,,,,,,,,,,ネックレス,環境保護論者,牧草地,6,副詞
5128,imitation,模倣,,,,,,,,,,,,,,,切実に,ネックレス,環境保護論者,6,名詞
5129,overview,概要,,,,,,,,,,,,,,,模倣,切実に,ネックレス,6,名詞
5130,coordination,コーディネーション,,,,,,,,,,,,,,,概要,模倣,切実に,6,名詞
5131,cuisine,料理,,,,,,,,,,,,,,,コーディネーション,概要,模倣,6,名詞
5132,tangible,有形,,,,,,,,,,,,,,,料理,コーディネーション,概要,6,形容詞
5133,temperament,気質,,,,,,,,,,,,,,,有形,料理,コーディネーション,6,名詞
5134,prevalent,優勢,,,,,,,,,,,,,,,気質,有形,料理,6,形容詞
5135,strap,ストラップ,,,,,,,,,,,,,,,優勢,気質,有形,6,名詞
5136,manipulate,操作する,,,,,,,,,,,,,,,ストラップ,優勢,気質,6,動詞
5137,nun,尼僧,,,,,,,,,,,,,,,操作する,ストラップ,優勢,6,名詞
5138,hospitality,ホスピタリティ,,,,,,,,,,,,,,,尼僧,操作する,ストラップ,6,名詞
5139,comprise,付属,,,,,,,,,,,,,,,ホスピタリティ,尼僧,操作する,6,動詞
5140,unpopular,不人気,,,,,,,,,,,,,,,付属,ホスピタリティ,尼僧,6,形容詞
5141,certification,認証,,,,,,,,,,,,,,,不人気,付属,ホスピタリティ,6,名詞
5142,inland,内陸,,,,,,,,,,,,,,,認証,不人気,付属,6,形容詞
5143,persistence,パーシステンス,,,,,,,,,,,,,,,内陸,認証,不人気,6,名詞
5144,correspond,対応,,,,,,,,,,,,,,,パーシステンス,内陸,認証,6,動詞
5145,goose,ガチョウ,,,,,,,,,,,,,,,対応,パーシステンス,内陸,6,名詞
5146,professionally,専門的に,,,,,,,,,,,,,,,ガチョウ,対応,パーシステンス,6,副詞
5147,tutor,家庭教師,,,,,,,,,,,,,,,専門的に,ガチョウ,対応,6,名詞
5148,patiently,根気よく,,,,,,,,,,,,,,,家庭教師,専門的に,ガチョウ,6,副詞
5149,acoustic,アコースティック,,,,,,,,,,,,,,,根気よく,家庭教師,専門的に,6,形容詞
5150,novelty,ノベルティ,,,,,,,,,,,,,,,アコースティック,根気よく,家庭教師,6,名詞
5151,excite,エキサイト,,,,,,,,,,,,,,,ノベルティ,アコースティック,根気よく,6,動詞
5152,novice,ニュース,,,,,,,,,,,,,,,エキサイト,ノベルティ,アコースティック,6,名詞
5153,conform,適合,,,,,,,,,,,,,,,ニュース,エキサイト,ノベルティ,6,動詞
5154,presume,敢て,,,,,,,,,,,,,,,適合,ニュース,エキサイト,6,動詞
5155,chaotic,混沌,,,,,,,,,,,,,,,敢て,適合,ニュース,6,形容詞
5156,dip,ディップ,,,,,,,,,,,,,,,混沌,敢て,適合,6,動詞
5157,standpoint,立場,,,,,,,,,,,,,,,ディップ,混沌,敢て,6,名詞
5158,saga,サガ,,,,,,,,,,,,,,,立場,ディップ,混沌,6,名詞
5159,sentimental,感傷的,,,,,,,,,,,,,,,サガ,立場,ディップ,6,形容詞
5160,homeowner,ホームオーナー,,,,,,,,,,,,,,,感傷的,サガ,立場,6,名詞
5161,collectively,合わせて,,,,,,,,,,,,,,,ホームオーナー,感傷的,サガ,6,副詞
5162,groove,グルーヴ,,,,,,,,,,,,,,,合わせて,ホームオーナー,感傷的,6,名詞
5163,skeleton,スケルトン,,,,,,,,,,,,,,,グルーヴ,合わせて,ホームオーナー,6,名詞
5164,pinch,ピンチ,,,,,,,,,,,,,,,スケルトン,グルーヴ,合わせて,6,名詞
5165,invaluable,貴重,,,,,,,,,,,,,,,ピンチ,スケルトン,グルーヴ,6,形容詞
5166,forestry,林業,,,,,,,,,,,,,,,貴重,ピンチ,スケルトン,6,名詞
5167,motif,モチーフ,,,,,,,,,,,,,,,林業,貴重,ピンチ,6,名詞
5168,sincere,誠実,,,,,,,,,,,,,,,モチーフ,林業,貴重,6,形容詞
5169,incur,まねく,,,,,,,,,,,,,,,誠実,モチーフ,林業,6,動詞
5170,autobiography,自伝,,,,,,,,,,,,,,,まねく,誠実,モチーフ,6,名詞
5171,voluntarily,進んで,,,,,,,,,,,,,,,自伝,まねく,誠実,6,副詞
5172,compression,圧縮,,,,,,,,,,,,,,,進んで,自伝,まねく,6,名詞
5173,vastly,凡て,,,,,,,,,,,,,,,圧縮,進んで,自伝,6,副詞
5174,famine,飢饉,,,,,,,,,,,,,,,凡て,圧縮,進んで,6,名詞
5175,friction,摩擦,,,,,,,,,,,,,,,飢饉,凡て,圧縮,6,名詞
5176,sunglass,サングラス,,,,,,,,,,,,,,,摩擦,飢饉,凡て,6,名詞
5177,flora,フローラ,,,,,,,,,,,,,,,サングラス,摩擦,飢饉,6,名詞
5178,uphold,アップホールド,,,,,,,,,,,,,,,フローラ,サングラス,摩擦,6,動詞
5179,canyon,キャニオン,,,,,,,,,,,,,,,アップホールド,フローラ,サングラス,6,名詞
5180,radioactive,放射性,,,,,,,,,,,,,,,キャニオン,アップホールド,フローラ,6,形容詞
5181,pat,パット,,,,,,,,,,,,,,,放射性,キャニオン,アップホールド,6,動詞
5182,obesity,肥満,,,,,,,,,,,,,,,パット,放射性,キャニオン,6,名詞
5183,hug,ハグ,,,,,,,,,,,,,,,肥満,パット,放射性,6,動詞
5184,acquaintance,知り合い,,,,,,,,,,,,,,,ハグ,肥満,パット,6,名詞
5185,migrant,移動者,,,,,,,,,,,,,,,知り合い,ハグ,肥満,6,名詞
5186,fixture,器物,,,,,,,,,,,,,,,移動者,知り合い,ハグ,6,名詞
5187,conquest,制覇,,,,,,,,,,,,,,,器物,移動者,知り合い,6,名詞
5188,plague,疫病,,,,,,,,,,,,,,,制覇,器物,移動者,6,名詞
5189,periodic,周期的,,,,,,,,,,,,,,,疫病,制覇,器物,6,形容詞
5190,rubble,瓦礫,,,,,,,,,,,,,,,周期的,疫病,制覇,6,名詞
5191,clerical,事務的,,,,,,,,,,,,,,,瓦礫,周期的,疫病,6,形容詞
5192,slogan,スローガン,,,,,,,,,,,,,,,事務的,瓦礫,周期的,6,名詞
5193,specification,スペック,,,,,,,,,,,,,,,スローガン,事務的,瓦礫,6,名詞
5194,messenger,メッセンジャー,,,,,,,,,,,,,,,スペック,スローガン,事務的,6,名詞
5195,tighten,締め付ける,,,,,,,,,,,,,,,メッセンジャー,スペック,スローガン,6,動詞
5196,battlefield,戦場,,,,,,,,,,,,,,,締め付ける,メッセンジャー,スペック,6,名詞
5197,wreck,ぶっ壊す,,,,,,,,,,,,,,,戦場,締め付ける,メッセンジャー,6,名詞
5198,elimination,消去,,,,,,,,,,,,,,,ぶっ壊す,戦場,締め付ける,6,名詞
5199,greedy,意地汚い,,,,,,,,,,,,,,,消去,ぶっ壊す,戦場,6,形容詞
5200,commercially,商業的に,,,,,,,,,,,,,,,意地汚い,消去,ぶっ壊す,6,副詞
5201,timely,タイムリー,,,,,,,,,,,,,,,商業的に,意地汚い,消去,6,形容詞
5202,plaque,プレート,,,,,,,,,,,,,,,タイムリー,商業的に,意地汚い,6,名詞
5203,meadow,牧草地,,,,,,,,,,,,,,,プレート,タイムリー,商業的に,6,名詞
5204,irresponsible,なげやり,,,,,,,,,,,,,,,牧草地,プレート,タイムリー,6,形容詞
5205,differentiate,差別化,,,,,,,,,,,,,,,なげやり,牧草地,プレート,6,動詞
5206,eternity,永遠,,,,,,,,,,,,,,,差別化,なげやり,牧草地,6,名詞
5207,deter,デター,,,,,,,,,,,,,,,永遠,差別化,なげやり,6,動詞
5208,wedge,ウェッジ,,,,,,,,,,,,,,,デター,永遠,差別化,6,名詞
5209,crawl,クロール,,,,,,,,,,,,,,,ウェッジ,デター,永遠,6,動詞
5210,simultaneous,同時,,,,,,,,,,,,,,,クロール,ウェッジ,デター,6,形容詞
5211,descendant,後裔,,,,,,,,,,,,,,,同時,クロール,ウェッジ,6,名詞
5212,suppress,抑える,,,,,,,,,,,,,,,後裔,同時,クロール,6,動詞
5213,shatter,叩き壊す,,,,,,,,,,,,,,,抑える,後裔,同時,6,動詞
5214,mini,ミニ,,,,,,,,,,,,,,,叩き壊す,抑える,後裔,6,形容詞
5215,splash,スプラッシュ,,,,,,,,,,,,,,,ミニ,叩き壊す,抑える,6,名詞
5216,reversal,反転,,,,,,,,,,,,,,,スプラッシュ,ミニ,叩き壊す,6,名詞
5217,fingertip,指先,,,,,,,,,,,,,,,反転,スプラッシュ,ミニ,6,名詞
5218,subscription,サブスクリプション,,,,,,,,,,,,,,,指先,反転,スプラッシュ,6,名詞
5219,burger,バーガー,,,,,,,,,,,,,,,サブスクリプション,指先,反転,6,名詞
5220,stew,シチュー,,,,,,,,,,,,,,,バーガー,サブスクリプション,指先,6,名詞
5221,persuasive,説得力のある,,,,,,,,,,,,,,,シチュー,バーガー,サブスクリプション,6,形容詞
5222,hatch,ハッチ,,,,,,,,,,,,,,,説得力のある,シチュー,バーガー,6,名詞
5223,server,サーバー,,,,,,,,,,,,,,,ハッチ,説得力のある,シチュー,6,名詞
5224,knight,騎士,,,,,,,,,,,,,,,サーバー,ハッチ,説得力のある,6,名詞
5225,dwelling,住居,,,,,,,,,,,,,,,騎士,サーバー,ハッチ,6,名詞
5226,sensor,センサー,,,,,,,,,,,,,,,住居,騎士,サーバー,6,名詞
5227,hardship,苦難,,,,,,,,,,,,,,,センサー,住居,騎士,6,名詞
5228,beneficiary,受益者,,,,,,,,,,,,,,,苦難,センサー,住居,6,名詞
5229,deficiency,不足,,,,,,,,,,,,,,,受益者,苦難,センサー,6,名詞
5230,conspicuous,最,,,,,,,,,,,,,,,不足,受益者,苦難,6,形容詞
5231,cumulative,累積,,,,,,,,,,,,,,,最,不足,受益者,6,形容詞
5232,smoker,喫煙者,,,,,,,,,,,,,,,累積,最,不足,6,名詞
5233,cedar,シダー,,,,,,,,,,,,,,,喫煙者,累積,最,6,名詞
5234,contemplate,企てる,,,,,,,,,,,,,,,シダー,喫煙者,累積,6,動詞
5235,chilly,肌寒い,,,,,,,,,,,,,,,企てる,シダー,喫煙者,6,形容詞
5236,moderately,ほどよく,,,,,,,,,,,,,,,肌寒い,企てる,シダー,6,副詞
5237,downward,下方,,,,,,,,,,,,,,,ほどよく,肌寒い,企てる,6,形容詞
5238,flaw,欠陥,,,,,,,,,,,,,,,下方,ほどよく,肌寒い,6,名詞
5239,coincide,同じ,,,,,,,,,,,,,,,欠陥,下方,ほどよく,6,動詞
5240,handbook,ハンドブック,,,,,,,,,,,,,,,同じ,欠陥,下方,6,名詞
5241,handbag,ハンドバッグ,,,,,,,,,,,,,,,ハンドブック,同じ,欠陥,6,名詞
5242,deterioration,劣化,,,,,,,,,,,,,,,ハンドバッグ,ハンドブック,同じ,6,名詞
5243,brisk,小気味よい,,,,,,,,,,,,,,,劣化,ハンドバッグ,ハンドブック,6,形容詞
5244,myriad,千万,,,,,,,,,,,,,,,小気味よい,劣化,ハンドバッグ,6,名詞
